atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
7.90895e-05 1.25131e-05 5.11438e-06 5.19236e-05 1.81707e-05 3.18583e-06 1.13630e-05 2.44449e-05 -1.02099e+00
0.00000e+00 0.00000e+00 4.92647e-06 -2.56191e-06 0.00000e+00 2.43436e-06 8.32164e-24 2.79473e-05 1.82410e+00
3.47222e-06 4.91107e-07 4.74789e-06 -5.04127e-07 7.98281e-07 2.59385e-06 7.98281e-07 2.97262e-05 2.49318e+00
1.27315e-05 1.79236e-06 4.57826e-06 4.63108e-06 2.92753e-06 3.35848e-06 2.92753e-06 3.07060e-05 -1.55477e+00
2.70062e-06 3.78954e-07 4.41741e-06 -9.24131e-07 6.21097e-07 2.55667e-06 6.21097e-07 2.83910e-05 1.54830e+00
0.00000e+00 0.00000e+00 4.26530e-06 -3.06587e-06 0.00000e+00 2.94075e-06 2.68893e-26 3.25347e-05 3.10358e+00
0.00000e+00 0.00000e+00 4.12113e-06 -3.31866e-06 0.00000e+00 3.24763e-06 0.00000e+00 2.80347e-05 -5.95187e-01
2.31481e-06 3.21271e-07 3.98463e-06 -8.39605e-07 5.32639e-07 2.18296e-06 5.32639e-07 3.05428e-05 4.51903e+00
4.62963e-06 6.40132e-07 3.85508e-06 3.37754e-07 1.06546e-06 2.47973e-06 1.06546e-06 3.75349e-05 4.97260e+00
4.62963e-06 6.37846e-07 3.73127e-06 -7.57671e-07 1.06564e-06 3.62697e-06 1.06564e-06 2.95645e-05 -3.03410e+00
4.62963e-06 6.36366e-07 3.61325e-06 -4.69611e-08 1.06582e-06 2.91175e-06 1.06582e-06 3.25465e-05 6.43505e-02
3.47222e-05 4.75710e-06 3.50067e-06 1.99082e-05 7.99496e-06 1.99890e-06 7.99496e-06 3.09436e-05 2.95095e+00
2.31481e-06 3.16403e-07 3.39314e-06 -7.57170e-07 5.33086e-07 2.17655e-06 5.33086e-07 3.32023e-05 2.26084e+00
0.00000e+00 0.00000e+00 3.29019e-06 -2.76212e-06 0.00000e+00 2.72076e-06 -3.97032e-24 3.66253e-05 2.48921e+00
0.00000e+00 0.00000e+00 3.19143e-06 -3.91685e-06 0.00000e+00 3.88095e-06 4.06588e-24 3.71118e-05 -5.54749e-01
2.31481e-06 3.13118e-07 3.09664e-06 -1.17081e-06 5.33352e-07 2.62421e-06 5.33352e-07 3.65342e-05 2.45231e+00
0.00000e+00 0.00000e+00 3.00570e-06 -2.80950e-06 0.00000e+00 2.76907e-06 -0.00000e+00 4.07908e-05 3.41050e+00
2.54630e-05 3.42226e-06 2.91835e-06 1.29913e-05 5.86883e-06 3.11482e-06 5.86883e-06 3.14187e-05 -7.40537e+00
4.39815e-05 6.17967e-06 2.83480e-06 2.63089e-05 1.01388e-05 2.88496e-06 8.55019e-06 3.02977e-05 -6.04872e+00
0.00000e+00 0.00000e+00 2.75505e-06 -3.65246e-06 0.00000e+00 3.64938e-06 1.73332e-25 2.34754e-05 -7.34982e+00
2.31481e-06 3.08937e-07 2.67905e-06 -6.21001e-07 5.33802e-07 2.02321e-06 5.33802e-07 3.72885e-05 8.43552e-01
1.55093e-04 2.28373e-05 2.61287e-06 1.07157e-04 3.57708e-05 2.07559e-06 1.82590e-05 2.80674e-05 -2.26072e+00
4.39815e-05 5.90739e-06 2.60131e-06 2.61184e-05 1.01457e-05 2.12275e-06 1.44631e-05 1.92761e-05 -4.37674e+00
0.00000e+00 0.00000e+00 2.60109e-06 -3.22663e-06 0.00000e+00 3.18752e-06 0.00000e+00 2.13632e-05 -5.73541e+00
0.00000e+00 0.00000e+00 2.60087e-06 -2.01014e-06 0.00000e+00 1.96924e-06 0.00000e+00 3.04026e-05 -1.27585e+00
0.00000e+00 0.00000e+00 2.60072e-06 -1.90740e-06 0.00000e+00 1.72613e-06 1.21787e-23 3.02216e-05 -4.63955e-01
0.00000e+00 0.00000e+00 2.59992e-06 -2.18613e-06 0.00000e+00 2.13482e-06 2.68893e-26 3.56511e-05 -1.90505e+00
0.00000e+00 0.00000e+00 2.59181e-06 -2.19326e-06 0.00000e+00 2.15208e-06 -1.98516e-24 3.43010e-05 -4.40463e-01
4.62963e-05 6.14535e-06 2.57503e-06 2.70930e-05 1.06904e-05 2.36260e-06 1.06904e-05 2.03688e-05 -4.44024e+00
1.82870e-04 2.82791e-05 2.55256e-06 1.21997e-04 4.22340e-05 2.41257e-06 1.88740e-05 1.73861e-05 -2.85826e+00
9.25926e-06 1.22722e-06 2.52635e-06 1.30729e-05 2.13878e-06 2.67386e-06 2.13878e-06 2.40399e-05 -1.86381e+00
2.31481e-06 3.06433e-07 2.49744e-06 -4.38576e-07 5.34784e-07 3.05381e-06 5.34784e-07 2.32766e-05 -5.62287e+00
3.00926e-05 3.97695e-06 2.46665e-06 1.73622e-05 6.95274e-06 1.76028e-06 6.95150e-06 2.40533e-05 1.49887e+00
2.31481e-06 3.05523e-07 2.43460e-06 -1.20658e-06 5.34823e-07 2.56760e-06 5.34823e-07 2.60553e-05 -1.39156e+00
1.27315e-04 1.84434e-05 2.40173e-06 8.72361e-05 2.94151e-05 1.58445e-06 1.97173e-05 2.55190e-05 2.55415e+00
6.46552e-06 8.51265e-07 2.36838e-06 1.97400e-06 1.49380e-06 2.05356e-06 1.49380e-06 3.46195e-05 4.25073e+00
9.25926e-06 1.21691e-06 2.33466e-06 2.40708e-06 2.13926e-06 3.45011e-06 2.13926e-06 2.77180e-05 -3.78521e+00
0.00000e+00 0.00000e+00 2.30090e-06 -1.91141e-06 0.00000e+00 1.87262e-06 2.87525e-26 2.72549e-05 -5.93068e-01
9.02778e-05 1.36308e-05 2.26734e-06 6.43947e-05 2.08575e-05 1.86757e-06 1.02666e-05 2.69989e-05 2.19270e+00
0.00000e+00 0.00000e+00 2.23410e-06 -2.31183e-06 0.00000e+00 2.27887e-06 6.72233e-27 3.93792e-05 2.20803e+00
0.00000e+00 0.00000e+00 2.20108e-06 -2.87379e-06 0.00000e+00 2.85985e-06 0.00000e+00 2.78976e-05 -3.03242e+00
2.31481e-06 3.01934e-07 2.16851e-06 -1.45880e-06 5.34799e-07 2.91775e-06 5.34799e-07 2.21883e-05 -2.85882e+00
0.00000e+00 0.00000e+00 2.13660e-06 -2.46997e-06 0.00000e+00 2.38783e-06 0.00000e+00 3.24962e-05 -1.22958e-01
4.62963e-06 6.02123e-07 2.10522e-06 6.16150e-07 1.06958e-06 2.30860e-06 1.06958e-06 3.13254e-05 1.14858e-01
1.27315e-04 1.89804e-05 2.07435e-06 9.16528e-05 2.94134e-05 1.58729e-06 1.48579e-05 2.28300e-05 -5.03689e-01
1.22685e-04 1.95642e-05 2.04413e-06 9.45702e-05 2.83437e-05 1.66805e-06 6.81150e-06 3.40326e-05 1.56861e+00
0.00000e+00 0.00000e+00 2.01441e-06 -3.01852e-06 0.00000e+00 2.97518e-06 0.00000e+00 2.57686e-05 -2.91052e+00
0.00000e+00 0.00000e+00 1.98523e-06 -1.72742e-06 0.00000e+00 1.54512e-06 0.00000e+00 4.06583e-05 1.31067e+01
0.00000e+00 0.00000e+00 1.95641e-06 -3.28967e-06 0.00000e+00 3.05370e-06 0.00000e+00 3.17264e-05 3.53838e+00
0.00000e+00 0.00000e+00 1.92807e-06 -1.97126e-06 0.00000e+00 1.81633e-06 2.68893e-26 3.43190e-05 6.90603e+00
0.00000e+00 0.00000e+00 1.90023e-06 -2.71239e-06 0.00000e+00 2.48007e-06 0.00000e+00 3.37359e-05 4.65955e+00
0.00000e+00 0.00000e+00 1.87291e-06 -2.12021e-06 0.00000e+00 1.70367e-06 2.52241e-38 3.75824e-05 7.54481e+00
2.31481e-05 2.97205e-06 1.84606e-06 1.15461e-05 5.34765e-06 3.10069e-06 5.34765e-06 2.74271e-05 -4.69363e-01
1.43519e-04 2.23927e-05 1.81980e-06 9.72190e-05 3.31552e-05 2.82106e-06 9.21180e-06 2.26560e-05 1.25073e+00
8.79630e-05 1.28462e-05 1.79420e-06 7.12515e-05 2.03208e-05 3.04658e-06 1.08018e-05 2.40764e-05 2.30163e-01
8.33333e-05 1.24023e-05 1.76921e-06 6.04500e-05 1.92512e-05 2.45824e-06 8.70663e-06 2.22035e-05 2.25801e+00
3.47222e-05 4.43128e-06 1.74479e-06 1.98774e-05 8.02129e-06 2.29525e-06 8.02005e-06 2.97980e-05 2.47737e+00
9.25926e-06 1.18017e-06 1.72082e-06 3.34779e-06 2.13900e-06 2.29473e-06 2.13900e-06 3.22542e-05 3.90073e+00
0.00000e+00 0.00000e+00 1.69727e-06 -3.38910e-06 0.00000e+00 3.26369e-06 -5.37786e-26 2.73541e-05 3.44787e-01
1.36574e-04 2.04336e-05 1.67420e-06 9.49447e-05 3.15499e-05 2.78435e-06 1.29643e-05 1.76017e-05 -1.09725e+00
0.00000e+00 0.00000e+00 1.65176e-06 1.95471e-06 0.00000e+00 2.79532e-06 1.00664e-23 2.39157e-05 5.44942e-01
9.25926e-06 1.17407e-06 1.62992e-06 3.48309e-06 2.13895e-06 2.66750e-06 2.13895e-06 2.76100e-05 2.46604e+00
3.61111e-04 5.63960e-05 1.60864e-06 2.18519e-04 8.34185e-05 2.93415e-06 1.86374e-05 2.38756e-05 1.76142e+00
0.00000e+00 0.00000e+00 1.58794e-06 5.11438e-05 0.00000e+00 2.44637e-06 -3.20831e-24 4.09948e-05 2.44733e+00
0.00000e+00 0.00000e+00 1.56769e-06 6.94426e-06 0.00000e+00 2.44641e-06 7.94063e-24 3.81378e-05 2.51116e+00
0.00000e+00 0.00000e+00 1.54797e-06 -1.59246e-06 0.00000e+00 2.53125e-06 0.00000e+00 2.50649e-05 5.11707e-01
0.00000e+00 0.00000e+00 1.52904e-06 -3.43418e-06 0.00000e+00 3.38572e-06 0.00000e+00 2.87277e-05 3.09156e-01
0.00000e+00 0.00000e+00 1.51104e-06 -3.24838e-06 0.00000e+00 2.89559e-06 -2.98882e-26 2.92735e-05 2.77747e+00
0.00000e+00 0.00000e+00 1.49401e-06 -3.31921e-06 0.00000e+00 3.31152e-06 3.28871e-26 2.37747e-05 -2.33095e+00
0.00000e+00 0.00000e+00 1.47804e-06 -3.28498e-06 0.00000e+00 3.04884e-06 1.34447e-26 2.98611e-05 2.69180e+00
0.00000e+00 0.00000e+00 1.46303e-06 -3.02913e-06 0.00000e+00 2.93000e-06 2.68893e-26 2.38128e-05 -6.42599e-01
1.15741e-05 1.45130e-06 1.44894e-06 4.16861e-06 2.66919e-06 3.24782e-06 2.66919e-06 2.42119e-05 -1.43532e+00
0.00000e+00 0.00000e+00 1.43569e-06 -3.18573e-06 0.00000e+00 3.03516e-06 -3.68910e-24 2.71038e-05 1.61479e+00
1.38889e-05 1.73825e-06 1.42310e-06 5.60583e-06 3.20182e-06 3.20172e-06 3.20182e-06 2.80043e-05 7.41601e-01
2.08333e-05 2.60531e-06 1.41104e-06 1.04620e-05 4.80182e-06 2.80026e-06 4.80182e-06 2.35188e-05 1.52642e+00
0.00000e+00 0.00000e+00 1.39942e-06 -2.89105e-06 0.00000e+00 2.71719e-06 0.00000e+00 2.34347e-05 1.02398e+00
2.31481e-06 2.89090e-07 1.38814e-06 -1.71678e-06 5.33332e-07 3.07702e-06 5.33332e-07 2.57389e-05 5.31144e-01
2.31481e-06 2.88942e-07 1.37707e-06 -1.92480e-06 5.33230e-07 3.33958e-06 5.33230e-07 2.83472e-05 -6.54279e-01
0.00000e+00 0.00000e+00 1.36610e-06 -3.20878e-06 0.00000e+00 3.11574e-06 6.09608e-24 3.36949e-05 3.70210e+00
9.25926e-06 1.15370e-06 1.35509e-06 2.52722e-06 2.13208e-06 3.32870e-06 2.13208e-06 2.68407e-05 -9.57430e-02
2.24537e-04 3.47182e-05 1.34406e-06 1.74730e-04 5.16927e-05 2.47825e-06 9.93627e-06 2.23902e-05 7.13753e-01
2.31481e-06 2.88085e-07 1.33301e-06 9.98842e-07 5.32808e-07 2.55202e-06 5.32808e-07 2.45655e-05 2.38348e+00
3.75000e-04 5.73262e-05 1.32190e-06 1.97996e-04 8.62976e-05 2.45423e-06 1.99876e-05 1.79178e-05 2.99388e+00
1.25000e-04 1.77090e-05 1.31078e-06 1.66828e-04 2.87601e-05 2.94499e-06 1.52257e-05 1.62915e-05 -1.02095e+00
2.31481e-06 2.87400e-07 1.29968e-06 1.54179e-05 5.32488e-07 2.72857e-06 5.32488e-07 2.38425e-05 8.77295e-01
2.31481e-06 2.87101e-07 1.28865e-06 9.75139e-07 5.32380e-07 2.58469e-06 5.32380e-07 2.41429e-05 2.78205e+00
6.25000e-05 7.74695e-06 1.27788e-06 3.76545e-05 1.43714e-05 2.64812e-06 1.43568e-05 2.11005e-05 2.01428e+00
0.00000e+00 0.00000e+00 1.26766e-06 -2.95267e-06 0.00000e+00 2.82044e-06 -7.62010e-25 2.74023e-05 3.61982e+00
0.00000e+00 0.00000e+00 1.25815e-06 -3.26956e-06 0.00000e+00 3.22825e-06 8.15789e-25 2.36583e-05 -9.87931e-01
1.31944e-04 1.98523e-05 1.24956e-06 9.37830e-05 3.03210e-05 2.90389e-06 8.31344e-06 2.37268e-05 4.25157e-01
9.72222e-05 1.37977e-05 1.24198e-06 7.56824e-05 2.23373e-05 2.47279e-06 1.12456e-05 1.95724e-05 1.43450e+00
3.35648e-04 5.06056e-05 1.23544e-06 1.96209e-04 7.71009e-05 2.65156e-06 2.00985e-05 2.00732e-05 7.98804e-02
5.32407e-05 7.15874e-06 1.22999e-06 9.04047e-05 1.22273e-05 2.13440e-06 8.59848e-06 2.25899e-05 8.37220e-01
2.31481e-06 2.85796e-07 1.22575e-06 8.69684e-06 5.31514e-07 2.87785e-06 5.31514e-07 2.15224e-05 -9.52721e-01
0.00000e+00 0.00000e+00 1.22315e-06 -2.01182e-06 0.00000e+00 3.00150e-06 -7.62010e-25 2.61263e-05 1.03391e+00
3.47222e-05 4.53225e-06 1.22275e-06 2.09432e-05 7.96873e-06 2.77807e-06 1.07385e-06 2.68253e-05 3.79369e-01
2.26852e-04 3.44522e-05 1.22499e-06 1.34664e-04 5.20571e-05 2.12234e-06 1.72382e-05 2.41549e-05 3.07138e+00
0.00000e+00 0.00000e+00 1.23002e-06 3.41572e-05 0.00000e+00 2.71261e-06 0.00000e+00 2.30422e-05 1.27735e+00
1.85185e-05 2.28943e-06 1.23784e-06 1.51043e-05 4.24785e-06 2.43719e-06 4.24785e-06 1.94465e-05 1.24008e+00
0.00000e+00 0.00000e+00 1.24856e-06 -2.86335e-06 0.00000e+00 3.35255e-06 -1.19553e-25 2.65621e-05 -5.42599e-01
6.71296e-05 8.39468e-06 1.26219e-06 4.09598e-05 1.53922e-05 2.62109e-06 1.49171e-05 1.49210e-05 -1.92609e+00
0.00000e+00 0.00000e+00 1.27872e-06 -2.79713e-06 0.00000e+00 2.58062e-06 0.00000e+00 2.58395e-05 2.42284e+00
9.30556e-04 1.44744e-04 1.29775e-06 5.00393e-04 2.13282e-04 1.96003e-06 3.25391e-05 1.30700e-05 -9.69135e-01
9.25926e-06 1.15247e-06 1.31908e-06 1.95341e-04 2.12177e-06 2.60939e-06 2.12177e-06 1.96670e-05 7.54514e-01
0.00000e+00 0.00000e+00 1.34464e-06 4.61959e-05 0.00000e+00 2.51414e-06 -3.81005e-25 2.26550e-05 2.28021e+00
0.00000e+00 0.00000e+00 1.38159e-06 5.28317e-06 0.00000e+00 2.90215e-06 3.81005e-25 2.42721e-05 4.74820e-01
3.24074e-04 4.98832e-05 1.43832e-06 1.49606e-04 7.42163e-05 3.19253e-06 1.80654e-05 1.69093e-05 -2.65541e+00
4.39815e-05 5.58713e-06 1.51888e-06 1.10002e-04 1.00701e-05 2.67629e-06 9.88505e-06 1.84762e-05 5.43851e-01
1.82870e-04 2.73356e-05 1.62343e-06 1.46238e-04 4.18620e-05 2.95549e-06 1.71364e-05 1.30442e-05 -1.02269e+01
3.47222e-05 4.68334e-06 1.75410e-06 2.89778e-05 7.94689e-06 2.47384e-06 6.47054e-06 1.64162e-05 -5.96945e+00
1.99074e-04 3.09285e-05 1.91590e-06 1.51758e-04 4.55530e-05 2.54074e-06 1.46330e-05 1.22586e-05 -5.02471e+00
0.00000e+00 0.00000e+00 2.11282e-06 -2.79775e-06 0.00000e+00 2.86111e-06 0.00000e+00 1.93145e-05 -4.26427e+00
2.31481e-06 3.04485e-07 2.34503e-06 -1.19019e-06 5.29472e-07 2.63248e-06 5.29472e-07 2.13246e-05 -4.14149e+00
6.94444e-06 9.26951e-07 2.59146e-06 1.71695e-06 1.58809e-06 2.65119e-06 1.58809e-06 1.92734e-05 -5.25650e+00
2.31481e-06 3.09559e-07 2.76699e-06 -6.89488e-07 5.29257e-07 2.13130e-06 5.29257e-07 2.22704e-05 -1.23297e+00
1.92044e-05 2.59626e-06 2.94990e-06 9.12707e-06 4.38997e-06 3.05672e-06 4.38994e-06 2.10664e-05 -3.35156e+00
7.65879e-05 1.04124e-05 3.14774e-06 4.67148e-05 1.75038e-05 1.67770e-06 1.75038e-05 1.43928e-05 -9.24311e-01
7.65879e-05 1.04785e-05 3.35234e-06 4.65648e-05 1.75002e-05 1.97474e-06 1.75002e-05 1.11482e-05 -3.29138e+00
7.65879e-05 1.05417e-05 3.55895e-06 4.64447e-05 1.74966e-05 1.94637e-06 1.74966e-05 1.29531e-05 -1.08216e+00
2.01646e-04 2.92511e-05 3.76787e-06 1.31931e-04 4.60567e-05 1.24727e-06 3.30305e-05 3.96800e-06 -5.16948e+00
1.15741e-05 1.74938e-06 3.98526e-06 6.40308e-06 2.64302e-06 1.30974e-06 7.54475e-06 1.74582e-05 -2.37990e-01
2.31481e-06 3.23505e-07 4.22589e-06 -5.17358e-07 5.28495e-07 1.85776e-06 5.28495e-07 1.85911e-05 -2.40131e+00
2.77778e-04 4.75071e-05 4.50117e-06 1.78812e-04 6.34062e-05 2.07144e-06 1.64419e-05 1.39987e-05 -2.63169e+00
3.47222e-05 4.93259e-06 4.80533e-06 4.63775e-05 7.92412e-06 1.79475e-06 9.39856e-06 1.84513e-05 -1.05415e+00
7.40741e-05 1.05797e-05 5.15654e-06 4.88363e-05 1.68984e-05 1.61253e-06 1.68962e-05 1.07544e-05 -2.92806e+00
5.32407e-05 7.74097e-06 5.59305e-06 3.16498e-05 1.21411e-05 2.38655e-06 1.17903e-05 1.36395e-05 -1.72748e+00
2.31481e-05 3.36842e-06 6.12024e-06 1.23162e-05 5.27669e-06 2.17840e-06 5.27669e-06 1.48636e-05 -1.93997e+00
2.12963e-04 3.54103e-05 6.72052e-06 1.48441e-04 4.85268e-05 1.94606e-06 2.69002e-05 6.00322e-06 -2.12156e+00
2.54630e-05 3.77145e-06 7.37405e-06 1.35659e-05 5.79986e-06 2.27401e-06 5.79986e-06 1.73408e-05 -1.79416e+00
3.63426e-04 6.71191e-05 8.11531e-06 2.78351e-04 8.27474e-05 1.31276e-06 1.63045e-05 1.21053e-05 -8.13879e-01
4.86111e-05 7.96815e-06 9.08521e-06 3.04079e-05 1.10637e-05 2.29212e-06 7.87510e-06 1.65250e-05 -2.98532e+00
2.08333e-05 3.19535e-06 1.05971e-05 1.06057e-05 4.73976e-06 2.16378e-06 4.89630e-06 2.01749e-05 -8.01766e-01
1.38889e-05 2.17277e-06 1.26241e-05 6.07656e-06 3.15859e-06 2.40273e-06 3.15859e-06 1.73120e-05 -2.22457e+00
2.08333e-04 4.12412e-05 1.48234e-05 1.14254e-04 4.73599e-05 1.48529e-06 8.01173e-06 1.45049e-05 -1.29418e+00
3.00926e-04 5.83214e-05 1.68531e-05 1.83893e-04 6.83814e-05 1.51921e-06 2.14703e-05 8.66993e-06 -3.07920e+00
2.31481e-06 3.77778e-07 1.88845e-05 6.31427e-05 5.25799e-07 1.48393e-06 5.25799e-07 2.01449e-05 1.26435e+00
2.31481e-06 3.79506e-07 2.16757e-05 1.22284e-05 5.25586e-07 2.27012e-06 5.25586e-07 1.91461e-05 -2.59931e+00
1.25000e-04 2.38155e-05 2.51840e-05 8.56318e-05 2.83701e-05 2.09590e-06 1.52986e-05 1.02305e-05 -4.28462e+00
2.31481e-06 3.91805e-07 2.85368e-05 -3.99336e-08 5.25158e-07 1.47673e-06 5.25158e-07 1.63799e-05 5.57100e-01
